MachineID,MachineType,Temperature_C,Vibration_mm_s,Voltage_V,Current_A,Power_Consumption_kWh,Runtime_Hours,Failure_Status
M02983,Type_13,74.52,1.9,222.4,11.4,2.282,948.1,0
M02984,Type_21,59.91,2.36,222.6,17.17,3.44,815.6,0
M02985,Type_22,52.78,0.96,224.8,13.62,2.756,425.1,0
M02986,Type_15,52.25,3.32,220.7,15.78,3.134,487.6,0
M02987,Type_15,53.52,1.91,216.3,12.02,2.34,477.5,0
M02988,Type_07,61.24,5.17,224.9,14.23,2.88,707.1,0
M02989,Type_16,55.12,3.45,218.6,17.98,3.537,219.8,0
M02990,Type_10,68.17,2.71,226.7,16.57,3.381,217.1,0
M02991,Type_11,75.94,2.8,214.5,10.52,2.031,893.5,0
M02992,Type_22,85.07,4.63,216.8,19.39,3.783,313.9,0
M02993,Type_23,51.86,2.1,211.6,18.07,3.441,346.5,0
M02994,Type_10,76.47,0.91,211.7,14.76,2.812,546.4,0
M02995,Type_22,67.41,1.66,217.2,17.24,3.37,436.1,0
M02996,Type_01,62.69,2.14,221.1,19.69,3.918,447.3,0
M02997,Type_20,73.16,3.61,210.9,14.25,2.705,62.0,0
M02998,Type_03,70.98,3.47,218.5,15.64,3.076,236.3,0
M02999,Type_25,70.32,1.27,222.4,13.6,2.722,597.3,0
M03000,Type_25,66.53,0.79,217.6,13.77,2.697,148.7,0
M03001,Type_05,70.47,0.65,217.9,13.02,2.553,940.4,0
M03002,Type_14,66.29,1.28,214.4,19.5,3.763,138.2,0
M03003,Type_12,85.57,2.93,225.3,19.06,3.865,510.1,0
M03004,Type_25,61.16,2.39,219.1,13.59,2.68,996.0,0
M03005,Type_05,63.81,2.7,220.3,17.12,3.394,706.4,0
M03006,Type_08,87.26,3.06,218.2,16.91,3.321,833.4,0
M03007,Type_05,50.34,3.02,226.7,10.78,2.199,352.2,0
M03008,Type_21,72.23,1.86,221.2,10.39,2.068,152.5,0
M03009,Type_21,85.6,11.45,245.8,46.79,10.351,385.9,1
M03010,Type_13,62.64,2.29,220.3,15.52,3.077,669.3,0
M03011,Type_11,73.21,3.17,222.1,51.22,10.238,600.2,1
M03012,Type_13,108.06,2.79,221.5,18.1,3.608,942.4,1
M03013,Type_05,64.28,2.28,216.9,17.37,3.391,494.6,0
M03014,Type_07,72.19,1.9,216.3,13.53,2.634,101.4,0
M03015,Type_13,71.36,2.85,222.8,11.94,2.394,540.3,0
M03016,Type_19,58.11,0.1,214.4,10.65,2.055,848.5,0
M03017,Type_19,61.15,1.56,217.7,17.5,3.429,167.9,0
M03018,Type_21,82.34,0.65,224.2,14.73,2.972,427.5,0
M03019,Type_06,50.74,1.23,221.1,10.9,2.169,719.4,0
M03020,Type_11,50.37,1.55,220.2,17.37,3.442,341.6,0
M03021,Type_12,55.37,0.6,224.7,13.6,2.75,367.4,0
M03022,Type_14,53.59,2.82,213.5,20.37,3.914,894.7,0
M03023,Type_05,90.23,3.25,212.4,18.14,3.468,127.7,0
M03024,Type_04,55.51,2.95,223.1,11.95,2.399,409.7,0
M03025,Type_25,82.14,0.1,222.1,13.14,2.627,854.4,0
M03026,Type_25,63.5,1.8,225.6,10.75,2.183,229.4,0
M03027,Type_19,71.77,2.72,213.5,14.81,2.846,666.6,0
M03028,Type_16,67.12,1.65,220.6,9.77,1.94,330.2,0
M03029,Type_09,71.41,0.45,225.0,10.12,2.049,978.1,0
M03030,Type_16,54.53,2.04,216.4,15.94,3.104,671.0,0
M03031,Type_06,55.41,1.95,219.1,12.45,2.455,919.3,0
M03032,Type_08,66.0,2.59,221.8,9.78,1.952,399.0,1
M03033,Type_23,58.82,2.7,223.8,14.76,2.973,920.2,0
M03034,Type_11,57.18,1.84,224.7,13.68,2.767,903.2,0
M03035,Type_19,55.94,2.96,224.9,14.52,2.939,79.6,0
M03036,Type_09,75.88,1.98,229.7,12.89,2.665,173.3,0
M03037,Type_02,57.46,2.78,238.0,11.66,2.498,98.4,1
M03038,Type_17,41.94,2.34,213.7,12.63,2.429,176.0,0
M03039,Type_02,76.61,2.77,219.8,14.7,2.908,961.8,0
M03040,Type_13,71.31,1.89,215.8,16.47,3.199,878.9,0
M03041,Type_18,66.43,2.91,229.6,12.54,2.591,87.6,0
M03042,Type_16,85.91,0.32,210.7,19.4,3.679,594.8,0
M03043,Type_01,58.22,0.1,220.3,22.31,4.423,765.5,0
M03044,Type_02,44.48,1.28,214.8,11.92,2.304,433.6,0
M03045,Type_05,64.84,2.18,212.6,12.44,2.38,137.5,0
M03046,Type_07,63.96,2.0,221.6,13.73,2.738,721.6,0
M03047,Type_16,60.63,1.4,218.5,10.56,2.077,537.0,0
M03048,Type_19,73.14,3.51,219.7,12.62,2.495,975.9,0
M03049,Type_25,53.11,1.68,221.8,15.62,3.118,562.3,0
M03050,Type_24,61.51,2.8,227.2,13.42,2.744,482.7,0
M03051,Type_13,50.0,2.82,212.4,15.55,2.973,594.5,0
M03052,Type_25,69.53,2.33,218.5,17.31,3.404,546.5,0
M03053,Type_11,65.95,1.8,211.8,16.03,3.056,553.7,0
M03054,Type_20,51.88,1.12,221.9,18.83,3.761,466.8,0
M03055,Type_25,81.35,3.13,224.4,8.49,1.715,748.5,1
M03056,Type_25,66.19,1.08,222.6,21.62,4.331,210.1,0
M03057,Type_16,65.36,3.09,217.0,15.46,3.019,931.7,0
M03058,Type_05,64.21,2.46,226.3,20.95,4.267,301.1,0
M03059,Type_14,97.95,2.41,227.3,15.9,3.253,848.7,0
M03060,Type_24,67.88,2.53,220.2,14.27,2.828,656.8,0
M03061,Type_11,52.37,0.34,222.6,11.45,2.294,50.3,0
M03062,Type_14,53.39,2.65,213.4,13.57,2.606,584.8,0
M03063,Type_07,78.21,10.34,212.9,21.48,4.116,651.8,1
M03064,Type_19,66.56,0.94,217.1,13.53,2.644,718.9,0
M03065,Type_05,51.31,1.32,218.4,13.91,2.734,599.8,0
M03066,Type_05,57.14,1.8,211.2,17.17,3.264,515.8,0
M03067,Type_05,56.79,0.48,217.0,20.63,4.029,99.3,0
M03068,Type_11,66.97,1.67,217.5,21.35,4.179,65.3,0
M03069,Type_06,54.94,1.07,218.2,13.02,2.557,563.2,0
M03070,Type_15,58.73,2.52,222.7,16.98,3.403,150.4,0
M03071,Type_24,73.82,0.7,216.0,19.14,3.721,559.8,0
M03072,Type_23,69.39,2.7,223.2,17.18,3.451,168.8,0
M03073,Type_15,66.29,0.54,216.7,20.77,4.051,747.2,0
M03074,Type_05,64.32,11.0,223.4,12.83,2.58,989.1,1
M03075,Type_21,83.3,2.9,216.9,10.34,2.018,701.4,0
M03076,Type_17,65.16,2.82,209.3,17.42,3.281,705.4,0
M03077,Type_02,58.82,1.8,218.9,17.41,3.43,493.1,0
M03078,Type_07,65.09,3.02,222.1,11.24,2.247,993.0,0
M03079,Type_18,64.82,2.07,226.0,11.62,2.364,833.5,0
M03080,Type_11,76.22,1.12,222.4,16.01,3.205,732.3,0
M03081,Type_03,56.0,2.48,224.8,9.53,1.928,405.3,0
M03082,Type_23,67.87,0.76,216.3,19.07,3.712,848.8,0
M03083,Type_08,82.55,1.97,218.1,19.58,3.843,57.8,0
M03084,Type_11,66.06,1.02,225.6,12.57,2.552,224.2,0
M03085,Type_16,68.55,3.7,219.4,16.46,3.25,128.7,0
M03086,Type_01,60.16,1.42,221.1,10.18,2.026,129.6,0
M03087,Type_24,66.98,2.53,221.6,2.93,0.584,608.3,1
M03088,Type_05,82.44,1.24,216.3,20.93,4.074,814.9,0
M03089,Type_05,56.7,1.9,221.1,14.65,2.915,794.5,0
M03090,Type_03,68.73,2.83,212.2,13.65,2.607,362.9,0
M03091,Type_12,58.79,0.61,216.0,14.0,2.722,713.2,0
M03092,Type_14,51.11,1.24,219.1,12.43,2.451,495.3,0
M03093,Type_08,45.89,2.8,216.9,15.39,3.004,425.4,0
M03094,Type_02,63.72,0.8,240.6,17.14,3.711,230.2,1
M03095,Type_10,84.28,0.7,200.0,17.64,3.175,179.9,1
M03096,Type_23,83.32,1.47,217.8,14.06,2.756,783.8,0
M03097,Type_05,55.95,1.44,225.3,12.12,2.458,477.6,0
M03098,Type_02,70.58,2.88,221.3,19.14,3.812,840.5,0
M03099,Type_24,57.46,2.72,217.7,20.61,4.038,985.9,0
M03100,Type_07,46.23,1.38,231.0,20.14,4.187,329.4,0
M03101,Type_23,69.43,2.13,215.6,9.54,1.851,839.2,0
M03102,Type_11,71.51,2.86,218.9,20.35,4.009,597.3,0
M03103,Type_05,69.72,2.06,221.8,15.18,3.03,531.0,0
M03104,Type_25,64.93,2.92,219.7,13.87,2.743,858.4,0
M03105,Type_15,72.0,1.16,223.3,19.89,3.997,789.4,0
M03106,Type_02,75.44,2.15,225.4,11.84,2.402,284.6,0
M03107,Type_05,36.97,2.27,227.9,13.89,2.849,690.1,0
M03108,Type_15,59.64,2.66,217.7,14.37,2.816,869.1,0
M03109,Type_16,68.27,3.62,226.4,12.92,2.633,371.5,0
M03110,Type_07,64.1,0.34,215.4,15.92,3.086,295.2,0
M03111,Type_12,63.9,1.08,222.9,19.78,3.968,973.3,0
M03112,Type_23,60.39,2.34,217.9,18.84,3.695,425.8,0
M03113,Type_23,63.35,0.69,218.8,13.09,2.578,684.7,0
M03114,Type_10,54.63,1.5,228.1,15.01,3.081,368.4,0
M03115,Type_06,88.97,2.08,214.7,11.87,2.294,385.5,1
M03116,Type_10,68.28,2.36,216.0,9.84,1.913,261.7,0
M03117,Type_07,68.37,2.81,210.7,18.5,3.508,904.5,0
M03118,Type_08,60.23,3.0,219.1,17.13,3.378,123.2,0
M03119,Type_10,56.33,3.27,211.5,13.77,2.621,913.4,0
M03120,Type_20,70.5,2.7,218.2,1.44,0.283,187.8,1
M03121,Type_16,71.95,1.48,215.4,19.71,3.821,452.5,0
M03122,Type_03,73.71,3.35,222.8,15.08,3.024,122.1,0
M03123,Type_10,48.71,3.07,224.3,15.38,3.105,782.7,0
M03124,Type_04,59.36,2.3,227.8,14.3,2.932,801.6,0
M03125,Type_19,79.78,3.05,217.5,14.38,2.815,814.6,0
M03126,Type_24,57.46,2.8,225.6,13.56,2.753,858.1,0
M03127,Type_17,55.42,3.45,220.1,10.11,2.003,386.7,0
M03128,Type_01,47.33,1.03,216.2,8.65,1.683,344.5,0
M03129,Type_11,63.51,1.8,214.8,13.67,2.643,137.9,0
M03130,Type_11,72.43,1.72,220.2,16.87,3.343,945.7,0
M03131,Type_23,71.29,3.91,216.9,17.88,3.49,964.4,0
M03132,Type_08,65.7,0.85,221.6,18.52,3.694,458.0,0
M03133,Type_15,66.75,2.08,219.5,15.0,2.963,796.2,0
M03134,Type_22,68.88,0.1,219.8,14.48,2.864,676.2,0
M03135,Type_20,59.89,2.92,222.3,18.2,3.641,970.1,0
M03136,Type_13,61.44,1.35,217.6,18.62,3.647,799.2,0
M03137,Type_02,61.17,1.04,210.5,16.25,3.079,88.7,0
M03138,Type_24,51.18,1.78,218.8,16.56,3.261,71.4,0
M03139,Type_23,46.32,2.02,228.2,12.2,2.506,335.1,0
M03140,Type_18,67.96,1.68,225.4,14.12,2.864,743.1,0
M03141,Type_19,78.77,2.01,217.3,17.37,3.397,908.7,0
M03142,Type_16,62.85,2.11,218.9,15.11,2.977,529.7,0
M03143,Type_22,68.09,0.67,216.5,4.88,0.951,341.7,1
M03144,Type_20,53.84,2.47,223.5,15.5,3.118,966.3,0
M03145,Type_17,83.31,2.48,219.1,17.83,3.516,881.3,0
M03146,Type_06,69.11,0.1,218.9,18.08,3.562,911.1,0
M03147,Type_20,63.24,2.0,222.0,15.04,3.005,317.1,0
M03148,Type_20,73.71,0.66,226.6,12.7,2.59,530.8,0
M03149,Type_13,80.39,0.1,221.5,16.65,3.319,155.5,0
M03150,Type_15,63.96,1.97,215.5,15.06,2.921,719.5,0
M03151,Type_17,59.38,1.45,221.2,11.55,2.299,820.1,0
M03152,Type_09,52.54,2.68,214.7,18.08,3.494,435.5,0
M03153,Type_14,43.84,2.85,222.3,10.71,2.143,573.5,0
M03154,Type_12,45.4,2.68,226.8,13.45,2.745,475.5,0
M03155,Type_10,70.84,2.84,218.1,16.82,3.302,632.3,0
M03156,Type_05,71.41,1.89,217.5,10.75,2.104,914.0,0
M03157,Type_15,58.67,2.36,215.4,15.38,2.982,535.3,0
M03158,Type_14,66.52,1.89,217.5,11.19,2.19,970.0,0
M03159,Type_21,47.66,1.16,217.3,17.47,3.417,610.8,0
M03160,Type_03,42.15,0.8,229.4,8.83,1.823,369.9,0
M03161,Type_02,68.6,0.68,222.7,12.74,2.553,676.6,0
M03162,Type_14,49.13,1.69,230.8,16.92,3.515,161.9,1
M03163,Type_21,61.63,2.63,227.6,13.39,2.743,738.3,0
M03164,Type_08,56.81,1.99,222.1,7.21,1.441,658.4,1
M03165,Type_11,74.15,1.05,225.3,16.07,3.259,644.5,0
M03166,Type_15,56.02,1.63,212.1,16.68,3.184,697.4,0
M03167,Type_07,69.87,2.77,217.5,15.69,3.071,412.9,0
M03168,Type_12,65.5,3.15,216.1,18.28,3.555,481.5,0
M03169,Type_24,74.1,3.65,215.8,17.16,3.333,583.7,0
M03170,Type_20,59.12,2.98,220.0,15.82,3.132,302.6,0
M03171,Type_20,72.61,0.56,212.0,19.48,3.717,570.5,0
M03172,Type_19,57.38,1.8,222.0,20.68,4.132,127.9,0
M03173,Type_20,76.47,1.94,216.3,2.32,0.452,844.0,1
M03174,Type_18,64.01,1.35,218.5,11.69,2.299,452.4,0
M03175,Type_10,69.8,1.39,221.4,18.17,3.621,421.0,0
M03176,Type_25,70.82,0.82,220.6,21.17,4.203,193.3,0
M03177,Type_10,66.12,1.24,214.7,13.79,2.665,289.6,0
M03178,Type_02,66.29,3.5,216.1,7.3,1.42,565.0,1
M03179,Type_10,117.64,6.96,246.3,55.92,12.396,203.0,1
M03180,Type_23,68.74,2.47,220.3,13.02,2.581,166.9,0
M03181,Type_16,71.55,3.32,219.5,16.55,3.269,364.5,0
M03182,Type_24,59.55,1.23,224.9,15.18,3.073,578.8,0
M03183,Type_23,70.52,3.1,217.5,14.02,2.744,654.7,0
M03184,Type_22,73.96,2.28,215.8,11.11,2.158,987.3,0
M03185,Type_15,73.83,1.55,216.8,13.3,2.595,107.0,0
M03186,Type_05,121.98,3.06,219.2,14.49,2.859,63.7,1
M03187,Type_01,48.42,0.1,218.6,15.62,3.073,675.0,0
M03188,Type_23,75.11,1.21,221.1,15.32,3.049,257.7,0
M03189,Type_24,66.82,1.79,215.8,11.83,2.298,870.1,0
M03190,Type_17,71.85,1.1,231.9,18.3,3.819,715.1,0
M03191,Type_01,62.37,1.51,225.0,11.95,2.42,964.9,0
M03192,Type_16,108.47,8.86,241.2,56.75,12.319,779.2,1
M03193,Type_09,33.9,2.85,218.1,14.11,2.77,754.4,0
M03194,Type_06,77.68,1.59,216.9,13.18,2.573,746.4,0
M03195,Type_08,68.38,1.32,212.1,14.15,2.701,602.7,0
M03196,Type_24,89.29,0.19,223.1,16.97,3.407,497.6,1
M03197,Type_21,52.49,2.01,226.5,10.49,2.138,432.0,0
M03198,Type_13,71.39,0.46,222.2,15.16,3.032,438.9,0
M03199,Type_08,61.17,2.06,217.0,10.78,2.105,883.3,0
M03200,Type_08,85.57,1.14,215.0,18.19,3.52,524.0,0
M03201,Type_06,68.48,1.32,220.2,21.0,4.162,282.3,0
M03202,Type_05,66.76,2.58,216.8,10.27,2.004,444.7,0
M03203,Type_06,73.61,1.05,216.2,18.13,3.528,577.0,0
M03204,Type_14,69.72,1.71,223.5,18.63,3.747,989.3,0
M03205,Type_13,62.9,2.05,221.2,21.24,4.228,191.2,0
M03206,Type_22,74.13,3.01,219.7,17.13,3.387,396.0,0
M03207,Type_10,58.71,2.87,223.8,15.37,3.096,442.9,0
M03208,Type_19,58.71,2.65,213.6,12.07,2.32,507.1,0
M03209,Type_03,49.52,2.94,210.4,13.74,2.602,921.7,0
M03210,Type_16,57.83,2.04,219.0,19.37,3.818,97.1,0
M03211,Type_21,70.72,2.49,220.6,16.8,3.335,259.0,0
M03212,Type_08,68.6,2.32,214.4,7.68,1.482,878.4,1
M03213,Type_13,61.78,2.08,227.9,8.8,1.805,398.5,0
M03214,Type_19,42.75,2.12,212.9,13.07,2.504,819.4,0
M03215,Type_25,87.84,0.1,211.7,23.27,4.434,917.6,0
M03216,Type_05,62.96,2.15,221.3,16.1,3.207,283.2,0
M03217,Type_22,67.75,5.31,217.0,15.19,2.967,91.5,0
M03218,Type_14,71.23,0.48,224.9,15.48,3.133,811.5,0
M03219,Type_18,56.17,1.37,242.4,11.45,2.498,441.8,1
M03220,Type_13,68.65,6.78,222.4,15.67,3.137,523.1,1
M03221,Type_12,60.9,6.34,224.1,12.78,2.578,179.1,1
M03222,Type_09,57.84,1.41,226.8,16.84,3.437,347.5,0
M03223,Type_14,49.31,2.66,225.9,8.85,1.799,792.2,0
M03224,Type_08,76.32,2.28,221.5,13.92,2.775,836.2,0
M03225,Type_04,78.96,3.03,215.8,16.47,3.199,985.3,0
M03226,Type_21,66.93,2.05,227.9,14.53,2.98,976.5,0
M03227,Type_24,62.89,3.86,223.8,14.31,2.882,623.7,0
M03228,Type_09,63.22,1.34,216.9,13.4,2.616,598.8,0
M03229,Type_25,59.85,1.28,222.8,18.28,3.666,920.8,0
M03230,Type_07,68.04,2.82,214.8,13.3,2.571,721.0,0
M03231,Type_24,56.37,1.78,223.7,16.18,3.258,588.0,0
M03232,Type_18,71.06,3.51,212.2,20.83,3.978,482.8,0
M03233,Type_08,68.44,0.93,217.0,16.9,3.301,680.3,0
M03234,Type_23,47.57,2.33,224.4,15.49,3.128,559.4,0
M03235,Type_07,42.42,2.03,222.7,17.0,3.407,162.6,0
M03236,Type_04,66.28,2.82,222.0,14.76,2.949,362.6,0
M03237,Type_02,56.69,3.38,217.1,16.97,3.316,747.8,0
M03238,Type_06,70.67,2.42,216.8,13.29,2.593,244.3,0
M03239,Type_02,54.08,2.13,212.6,14.02,2.683,284.2,0
M03240,Type_13,61.9,0.1,217.5,17.93,3.51,310.0,0
M03241,Type_09,52.9,1.94,226.0,12.2,2.481,568.2,0
M03242,Type_12,63.78,3.12,226.3,14.51,2.955,666.5,0
M03243,Type_03,64.71,2.35,222.4,11.5,2.302,756.8,0
M03244,Type_02,57.57,0.76,215.5,12.49,2.422,908.4,0
M03245,Type_02,89.69,2.69,231.2,15.6,3.246,543.3,1
M03246,Type_24,57.13,2.47,220.0,13.87,2.746,734.0,0
M03247,Type_19,58.72,2.85,220.2,18.7,3.706,392.6,0
M03248,Type_13,67.82,2.57,216.5,19.16,3.733,800.1,0
M03249,Type_16,75.3,1.44,225.3,19.32,3.918,828.3,0
M03250,Type_16,46.16,1.86,220.9,17.02,3.384,746.4,0
M03251,Type_04,62.02,1.94,222.3,21.38,4.277,962.7,0
M03252,Type_19,53.99,0.1,223.5,15.34,3.086,216.5,0
M03253,Type_16,64.82,1.55,204.3,16.52,3.038,669.7,1
M03254,Type_21,87.25,0.69,213.6,10.21,1.963,904.9,1
M03255,Type_24,67.34,0.94,227.7,17.35,3.556,477.1,0
M03256,Type_06,54.27,0.1,221.0,18.61,3.702,523.1,0
M03257,Type_08,57.26,2.09,213.4,18.33,3.52,190.2,0
M03258,Type_13,73.2,1.92,227.1,18.16,3.712,494.9,0
M03259,Type_15,76.96,3.99,225.6,15.9,3.228,242.9,0
M03260,Type_24,83.98,0.16,228.8,20.48,4.217,415.5,1
M03261,Type_14,49.06,2.3,224.0,12.22,2.464,360.0,0
M03262,Type_09,59.17,2.78,229.5,14.7,3.036,811.8,0
M03263,Type_21,49.0,1.98,223.5,13.33,2.681,856.8,0
M03264,Type_05,56.44,1.77,225.5,19.14,3.884,293.3,0
M03265,Type_04,58.75,2.77,227.9,14.07,2.886,619.1,0
M03266,Type_10,75.31,2.61,222.0,15.37,3.071,290.9,0
M03267,Type_21,41.67,2.32,218.6,16.89,3.323,592.7,0
M03268,Type_02,72.79,1.65,212.9,13.55,2.596,840.4,0
M03269,Type_08,54.42,4.1,232.0,15.84,3.307,380.1,0
M03270,Type_10,55.01,0.71,219.1,12.16,2.398,853.6,0
M03271,Type_11,59.96,2.53,214.5,12.47,2.407,339.0,0
M03272,Type_01,59.4,3.4,234.1,17.13,3.609,568.9,1
M03273,Type_16,65.68,2.56,220.7,11.44,2.272,54.6,0
M03274,Type_24,71.33,2.47,218.8,22.86,4.502,124.6,0
M03275,Type_23,56.88,1.53,219.6,19.39,3.832,507.0,0
M03276,Type_08,69.98,2.21,224.7,13.01,2.631,100.3,0
M03277,Type_04,68.13,3.73,226.0,17.27,3.513,187.5,0
M03278,Type_17,71.83,1.61,219.2,20.61,4.066,883.4,0
M03279,Type_17,59.84,1.42,213.5,20.01,3.845,577.6,0
M03280,Type_11,66.51,1.24,219.2,5.47,1.079,323.0,1
M03281,Type_13,71.02,2.2,214.6,13.35,2.578,132.0,0
M03282,Type_14,71.09,3.46,215.3,14.84,2.876,757.4,0
M03283,Type_08,61.1,2.74,221.5,21.39,4.264,889.5,0
M03284,Type_10,71.91,2.57,218.9,18.2,3.586,650.5,0
M03285,Type_10,69.69,1.52,223.2,13.57,2.726,197.3,0
M03286,Type_16,65.26,1.23,218.1,14.92,2.929,213.2,0
M03287,Type_20,58.08,1.23,235.0,17.38,3.676,255.1,1
M03288,Type_18,71.19,1.68,214.8,13.43,2.596,989.2,0
M03289,Type_17,61.33,2.22,223.6,15.4,3.099,811.9,0
M03290,Type_07,58.59,4.28,219.7,6.1,1.206,685.0,1
M03291,Type_16,75.92,0.1,221.9,21.35,4.264,56.0,0
M03292,Type_07,79.85,1.44,223.3,11.09,2.229,101.3,0
M03293,Type_16,64.01,2.78,214.1,18.16,3.499,375.9,0
M03294,Type_19,66.35,1.66,218.7,12.93,2.545,819.9,0
M03295,Type_13,82.01,1.38,218.9,23.2,4.571,924.3,0
M03296,Type_12,60.94,1.37,219.7,16.06,3.176,199.2,0
M03297,Type_03,64.44,0.81,221.4,15.92,3.172,303.1,0
M03298,Type_01,69.72,3.66,224.1,10.93,2.204,221.9,0
M03299,Type_20,65.2,0.1,214.7,18.42,3.559,870.4,0
M03300,Type_15,74.33,1.23,224.7,8.71,1.761,910.0,0
M03301,Type_18,118.77,5.85,249.9,49.82,11.205,67.0,1
M03302,Type_14,60.17,1.56,225.1,11.59,2.348,970.4,0
M03303,Type_19,70.67,1.6,221.5,15.9,3.17,328.8,0
M03304,Type_17,68.74,0.22,225.3,16.07,3.259,644.3,0
M03305,Type_21,72.63,1.82,216.2,19.34,3.763,480.0,0
M03306,Type_23,101.4,1.13,216.1,16.98,3.302,184.9,1
M03307,Type_24,67.66,1.6,219.4,17.77,3.509,551.7,0
M03308,Type_01,60.02,1.95,210.4,17.69,3.35,398.0,0
M03309,Type_23,98.27,12.37,250.6,54.98,12.4,61.8,1
M03310,Type_01,68.28,1.38,222.6,15.55,3.115,678.0,0
M03311,Type_24,68.78,2.92,224.2,15.72,3.172,688.2,0
M03312,Type_02,60.88,0.34,214.4,17.61,3.398,770.4,0
M03313,Type_16,108.61,7.48,236.5,54.45,11.59,517.3,1
M03314,Type_18,67.41,2.31,230.8,14.31,2.972,663.8,0
M03315,Type_17,90.49,2.84,220.3,16.06,3.184,272.0,1
M03316,Type_02,68.35,2.01,222.1,20.48,4.094,216.5,0
M03317,Type_03,73.67,2.27,226.3,13.85,2.821,174.7,0
M03318,Type_05,62.45,0.71,221.3,13.52,2.693,997.7,0
M03319,Type_12,56.72,1.99,221.4,12.86,2.562,357.1,0
M03320,Type_25,80.51,2.01,221.9,19.45,3.884,472.3,0
M03321,Type_13,73.97,1.51,227.0,15.93,3.254,145.4,0
M03322,Type_01,57.06,0.49,212.2,20.23,3.864,761.9,0
M03323,Type_02,63.02,2.32,216.9,15.52,3.03,956.7,0
M03324,Type_15,76.2,2.25,223.2,15.09,3.031,583.1,0
M03325,Type_08,74.33,3.25,218.1,13.8,2.709,485.5,0
M03326,Type_17,68.31,2.39,220.1,12.3,2.437,130.1,0
M03327,Type_04,57.69,2.44,220.1,12.42,2.46,491.7,0
M03328,Type_07,70.28,1.74,220.2,13.94,2.763,455.2,0
M03329,Type_13,68.0,3.29,222.7,17.2,3.447,536.0,0
M03330,Type_11,62.64,1.54,221.8,15.36,3.066,372.4,0
M03331,Type_22,83.53,1.55,222.8,21.82,4.375,986.8,0
M03332,Type_17,59.24,1.97,225.5,16.24,3.296,722.4,0
M03333,Type_19,74.06,0.3,219.5,13.12,2.592,755.8,0
M03334,Type_25,86.06,1.11,226.8,16.5,3.368,487.4,0
M03335,Type_03,58.35,0.69,209.9,11.89,2.246,636.1,1
M03336,Type_09,78.3,2.68,224.7,12.16,2.459,554.9,0
M03337,Type_15,57.17,1.73,220.3,15.85,3.143,796.4,0
M03338,Type_13,59.86,2.49,241.3,16.36,3.553,596.6,1
M03339,Type_06,67.16,2.62,220.9,10.65,2.117,307.2,0
M03340,Type_03,73.08,0.68,227.1,14.33,2.929,892.0,0
M03341,Type_21,75.34,3.14,215.6,16.25,3.153,479.7,0
M03342,Type_15,94.51,1.5,223.9,16.86,3.397,731.8,0
M03343,Type_16,65.59,1.46,218.6,15.16,2.983,596.5,0
M03344,Type_16,64.02,1.62,217.6,15.01,2.94,757.0,0
M03345,Type_13,70.25,2.61,220.1,14.97,2.965,698.5,0
M03346,Type_18,66.25,3.37,215.1,15.72,3.043,801.1,0
M03347,Type_17,55.77,2.23,222.5,14.22,2.848,674.0,0
M03348,Type_20,76.93,1.67,230.5,17.15,3.558,677.3,1
M03349,Type_03,46.88,2.66,220.2,20.58,4.079,468.8,0
M03350,Type_19,69.7,1.88,217.4,15.04,2.943,446.8,0
M03351,Type_22,62.15,3.05,224.6,9.33,1.886,221.7,0
M03352,Type_21,48.37,1.66,216.6,14.31,2.79,634.4,0
M03353,Type_16,63.21,2.58,219.5,18.41,3.637,58.1,0
M03354,Type_04,69.7,2.41,219.6,15.72,3.107,342.3,0
M03355,Type_03,71.43,3.96,218.6,11.57,2.276,301.8,0
M03356,Type_24,54.58,3.38,224.8,19.27,3.899,916.3,0
M03357,Type_10,62.92,2.04,225.5,14.61,2.965,175.3,0
M03358,Type_05,64.63,1.2,215.0,12.28,2.376,383.4,0
M03359,Type_04,63.6,2.16,219.1,18.76,3.699,972.2,0
M03360,Type_10,71.58,2.68,229.4,13.88,2.866,216.2,0
M03361,Type_13,58.47,1.61,218.8,12.27,2.416,268.9,0
M03362,Type_03,90.09,0.45,220.0,15.55,3.079,521.8,1
M03363,Type_16,48.3,1.12,227.8,16.13,3.307,165.8,0
M03364,Type_07,60.65,3.02,232.5,16.39,3.43,870.8,1
M03365,Type_24,65.95,0.1,218.3,14.63,2.874,284.5,0
M03366,Type_08,71.63,2.33,220.7,17.06,3.389,277.5,0
M03367,Type_24,67.53,2.39,221.9,20.46,4.086,488.7,0
M03368,Type_12,56.12,2.75,215.7,13.7,2.66,941.3,0
M03369,Type_17,59.75,1.8,228.5,17.59,3.617,409.0,0
M03370,Type_06,66.77,2.75,218.8,17.75,3.495,238.7,0
M03371,Type_18,53.07,1.39,216.5,14.59,2.843,59.6,0
M03372,Type_02,59.0,0.81,214.8,15.09,2.917,793.3,0
M03373,Type_01,67.53,2.01,224.3,13.83,2.792,776.4,0
M03374,Type_19,63.55,3.27,222.9,17.95,3.601,130.4,0
M03375,Type_20,49.39,0.35,210.1,16.37,3.095,473.1,0
M03376,Type_13,54.38,1.7,221.4,15.69,3.126,455.3,0
M03377,Type_07,59.53,1.43,224.4,15.7,3.171,690.6,0
M03378,Type_04,70.65,2.99,221.1,16.52,3.287,831.5,0
M03379,Type_19,107.87,8.79,243.5,50.87,11.148,700.0,1
M03380,Type_25,118.94,11.31,237.4,44.36,9.478,89.9,1
